      # name ref Mv logRe logM* logSigma_e
       1978  8  -6.3  0.312  4.744  3.322
       1978  8  -5.8  0.590  4.840  2.862
       1978  8  -8.7  0.238  5.920  4.646
       1978  8  -8.1  0.363  5.903  4.379
       1978  8  -6.0  0.179  4.732  3.576
       1978  8  -6.8  0.459  5.043  3.327
       1978  8  -8.0  0.402  5.653  4.051
       1978  8  -7.0  0.349  5.115  3.618
       1978  8  -8.2  0.219  5.735  4.500
       1978  8  -9.1  0.351  5.939  4.439
       1978  8  -9.4  0.429  6.107  4.450
       1978  8  -9.9  0.270  6.441  5.103
       1978  8  -6.6  0.274  5.053  3.708
       1978  8  -5.9  0.406  4.849  3.239
       1978  8  -7.5  0.401  5.291  3.692
       1978  8  -7.6  0.841  5.411  2.930
       1978  8  -7.9  0.646  5.418  3.328
       1978  8  -5.9  0.250  4.712  3.413
       1978  8  -6.0  0.667  4.692  2.560
       1978  8  -8.3  0.896  5.637  3.047
       1978  8  -8.6  0.323  5.770  4.326
       1978  8  -8.3  0.307  5.849  4.437
       1978  8 -10.0  0.247  6.583  5.290
       1978  8  -6.0  0.418  4.851  3.216
       1978  8  -5.2  0.425  4.777  3.130
       1978  8  -5.9  0.034  5.034  4.168
       1978  8  -8.4  0.294  5.918  4.532
       1978  8  -8.9  0.594  5.825  3.838
       1978  8  -6.1  0.135  4.944  3.875
       1978  8  -5.5  0.609  4.723  2.706
       1978  8  -6.2  0.195  4.947  3.760
       1978  8  -6.2  0.376  4.784  3.233
       1978  8  -7.0  0.241  5.223  3.942
       1978  8  -6.6  0.456  5.247  3.536
       1978  8 -10.2  0.425  6.587  4.938
       1978  8  -9.5  0.439  6.117  4.441
       1978  8  -7.8  0.508  5.401  3.587
       1978  8  -8.4  0.471  5.633  3.893
       1978  8  -8.4  0.659  5.651  3.535
       1978  8  -8.3  0.376  5.734  4.185
       1978  8  -7.9  0.378  5.774  4.220
       1978  8  -9.0  0.322  6.031  4.589
       1978  8  -6.0  0.372  5.017  3.475
       1978  8  -6.9  0.466  5.026  3.296
       1978  8  -7.9  0.440  5.417  3.740
       1978  8  -6.9  0.421  5.297  3.656
       1978  8  -8.9  0.386  6.258  4.688
       1978  8  -6.1  0.453  4.715  3.010
       1978  8  -6.9  0.684  5.085  2.920
       1978  8  -7.4  0.701  5.232  3.031
       1978  8  -9.0  0.475  5.895  4.147
       1978  8  -8.7  0.427  5.787  4.135
       1978  8  -7.9  0.256  5.611  4.301
       1978  8  -6.9  0.324  5.318  3.873
       1978  8  -7.4  0.317  5.375  3.943
       1978  8  -7.7  0.375  5.330  3.782
       1978  8  -8.4  0.425  5.665  4.016
       1978  8 -11.3  0.533  6.944  5.080
       1978  8  -7.4  0.391  5.502  3.921
       1978  8  -7.8  0.667  5.811  3.678
       1978  8  -7.8  0.451  5.387  3.687
       1978  8  -6.4  0.232  4.912  3.650
       1978  8  -8.0  0.316  5.644  4.214
       1978  8  -7.9  0.383  5.575  4.011
       1978  8  -7.0  0.356  5.099  3.588
       1978  8  -6.6  0.441  4.960  3.281
       1978  8  -6.3  0.393  5.186  3.602
       1978  8  -6.9  0.430  5.061  3.403
       1978  8  -8.6  0.396  5.981  4.390
       1978  8  -9.0  0.249  6.018  4.722
       1978  8  -8.9  0.433  5.816  4.151
       1978  8  -6.2  0.758  4.931  2.618
       1978  8  -5.8  0.660  5.026  2.908
       1978  8  -6.4  0.585  5.263  3.294
       1978  8  -8.5  0.356  5.839  4.328
       1978  8  -7.0  0.383  5.033  3.469
       1978  8  -7.6  0.411  5.325  3.705
       1978  8  -5.9  0.501  4.930  3.130
       1978  8  -9.7  0.578  6.165  4.212
       1978  8  -7.8  0.201  5.822  4.621
       1978  8  -7.2  0.462  5.167  3.446
       1978  8  -9.1  0.421  5.958  4.318
       1978  8  -7.9  0.389  5.428  3.853
       1978  8  -9.5  0.841  6.067  3.586
       1978  8  -6.9  0.458  5.139  3.426
       1978  8  -6.9  0.259  5.141  3.825
       1978  8  -8.2  0.485  5.589  3.822
       1978  8  -8.3  0.246  5.932  4.642
       1978  8  -7.5  0.483  5.670  3.905
       1978  8  -7.3  0.307  5.197  3.785
       1978  8  -9.3  0.362  5.976  4.454
       1978  8  -9.4  0.343  6.050  4.566
       1978  8  -8.1  0.295  5.919  4.530
       1978  8  -7.0  0.371  5.267  3.727
       1978  8  -7.1  0.273  5.251  3.908
       1978  8  -6.6  0.263  5.102  3.779
       1978  8 -10.0  0.498  6.293  4.498
       1978  8  -7.9  0.365  5.657  4.130
       1978  8  -5.3  0.504  4.712  2.906
       1978  8  -5.4  0.147  4.419  3.328
       1978  8  -6.2  0.161  5.111  3.990
       1978  8  -9.2  0.380  5.982  4.424
       1978  8  -5.5  0.252  4.471  3.169
       1978  8  -6.6  0.326  4.975  3.525
       1978  8  -5.5  0.369  4.675  3.139
       1978  8  -8.2  0.319  5.557  4.122
       1978  8  -8.5  0.246  5.805  4.515
       1978  8  -9.7  0.299  6.106  4.710
       1978  8  -8.0  0.386  5.483  3.913
       1978  8  -8.0  0.371  5.481  3.942
       1978  8  -7.5  0.418  5.292  3.659
       1978  8  -8.8  0.230  5.839  4.581
       1978  8  -6.2  0.411  5.151  3.530
       1978  8  -7.7  0.513  5.546  3.723
       1978  8  -6.6  0.391  5.101  3.519
       1978  8  -5.8  0.422  4.767  3.124
       1978  8  -5.5  0.561  4.474  2.555
       1978  8  -7.9  0.449  5.431  3.735
       1978  8  -7.0  0.516  5.129  3.299
       1978  8  -9.6  0.423  6.417  4.773
       1978  8  -6.0 -0.024  4.627  3.878
       1978  8  -9.3  0.443  6.349  4.665
       1978  8  -9.4  0.396  6.051  4.460
       1978  8  -5.7  0.272  4.742  3.400
       1978  8  -8.3  0.379  5.585  4.029
       1978  8  -5.5  0.618  4.743  2.708
       1978  8  -7.1  0.427  5.076  3.425
       1978  8  -9.0  0.364  5.961  4.435
       1978  8  -9.3  0.364  6.270  4.744
       1978  8  -7.6  0.425  5.621  3.972
       1978  8  -8.4  0.429  5.610  3.953
       1978  8  -7.2  0.423  5.368  3.724
       1978  8  -7.4  0.845  5.591  3.103
       1978  8  -7.0  0.545  5.063  3.174
       1978  8  -5.5  0.698  4.885  2.691
       1978  8  -7.2  0.467  5.138  3.406
       1978  8  -7.0  0.334  5.244  3.778
       1978  8  -6.2  0.149  5.002  3.905
       1978  8  -7.3  0.378  5.139  3.585
       1978  8  -7.7  0.279  5.606  4.249
       1978  8  -6.3  0.593  4.773  2.789
       1978  8  -7.3  0.500  5.241  3.444
       1978  8  -8.2  0.334  5.941  4.474
       1978  8  -7.8  0.267  5.638  4.305
       1978  8  -6.9  0.756  5.147  2.836
       1978  8  -8.7  0.248  5.966  4.672
       1978  8  -6.3  0.610  4.756  2.737
       1978  8  -6.5  0.425  4.867  3.219
       1978  8  -6.1  0.615  4.902  2.873
       1978  8  -5.1  0.365  4.489  2.960
       1978  8  -6.5  0.387  5.321  3.750
       1978  8  -5.9  0.396  4.611  3.021
       1978  8  -9.6  0.249  6.273  4.977
       1978  8  -8.6  0.225  6.008  4.761
       1978  8  -6.2  0.551  4.808  2.907
       1978  8  -9.3  0.422  5.975  4.332
       1978  8  -6.3  0.425  5.001  3.352
       1978  8  -8.9  0.400  5.827  4.229
       1978  8  -6.1  0.152  4.833  3.732
       1978  8  -8.8  0.374  5.937  4.391
       1978  8  -8.2  0.262  5.832  4.510
       1978  8  -6.4  0.559  5.127  3.210
       1978  8  -8.0  0.346  5.517  4.027
       1978  8  -8.2  0.565  5.992  4.064
       1978  8  -7.9  0.541  5.626  3.746
       1978  8  -9.7  0.491  6.209  4.428
       1978  8  -8.7  0.362  5.888  4.365
       1978  8  -6.9  0.301  5.374  3.974
       1978  8  -6.9  0.248  5.224  3.930
       1978  8  -7.4  0.461  5.445  3.726
       1978  8  -8.2  0.425  5.700  4.051
       1978  8  -7.6  0.523  5.414  3.569
       1978  8  -8.6  0.394  5.770  4.183
       1978  8  -7.4  0.369  5.420  3.884
       1978  8  -8.0  0.357  5.758  4.246
       1978  8  -6.7  0.529  4.982  3.126
       1978  8  -8.6  0.519  5.716  3.880
       1978  8  -6.5  0.150  5.273  4.174
       1978  8  -8.9  0.357  5.830  4.318
       1978  8  -6.2  0.701  4.722  2.521
       1978  8  -5.5  0.308  4.662  3.247
       1978  8  -7.0  0.323  5.069  3.626
       1978  8  -8.9  0.373  5.821  4.277
       1978  8  -6.8  0.284  5.187  3.821
       1978  8  -9.6  0.366  6.254  4.724
       1978  8  -7.6  0.318  5.359  3.925
       1978  8  -7.7  0.434  5.631  3.964
       1978  8  -7.3  0.172  5.442  4.300
       1978  8  -7.9  0.337  5.714  4.242
       1978  8  -9.4  0.483  6.068  4.303
       1978  8  -8.9  0.397  6.071  4.479
       1978  8  -8.1  0.337  5.622  4.150
       1978  8  -7.6  0.401  5.329  3.730
       1978  8  -5.7  0.483  4.664  2.899
       1978  8  -8.2  0.585  5.535  3.567
       1978  8  -7.7  0.382  5.634  4.071
       1978  8  -5.9  0.669  4.644  2.508
       1978  8  -6.9  0.520  5.030  3.192
       1978  8  -6.4  0.620  5.017  2.978
       1978  8  -9.2  0.430  6.407  4.748
       1978  8  -8.7  0.432  5.933  4.271
       1978  8  -5.6  0.374  4.902  3.355
       1978  8  -5.8  0.480  4.972  3.214
       1978  8  -6.2  0.710  4.740  2.522
       1978  8  -8.3  0.438  5.565  3.892
       1978  8  -7.1  0.679  5.057  2.902
       1978  8  -8.2  0.393  5.538  3.954
       1978  8  -5.8  0.453  4.578  2.873
       1978  8  -7.0  0.007  5.047  4.234
       1978  8  -8.2  0.449  5.572  3.875
       1978  8  -8.4  0.399  6.040  4.443
       1978  8  -6.1  0.231  4.980  3.720
       1978  8  -6.2  0.071  4.954  4.014
       1978  8  -5.5  0.734  4.408  2.142
       1978  8  -8.0  0.526  5.456  3.606
       1978  8  -7.8  0.502  5.381  3.579
       1978  8  -8.2  0.362  5.541  4.020
       1978  8  -7.8  1.011  5.832  3.012
       1978  8  -6.4  0.550  4.793  2.895
       1978  8  -7.8  0.379  5.620  4.065
       1978  8  -7.5  0.407  5.436  3.824
       1978  8  -8.7  0.273  5.933  4.589
       1978  8  -8.7  0.349  5.802  4.306
       1978  8  -6.8  0.420  5.335  3.696
       1978  8  -5.5  0.328  4.451  2.997
       1978  8  -9.8  0.435  6.546  4.878
       1978  8  -7.0  0.665  5.114  2.985
       1978  8  -7.0  0.591  5.108  3.129
       1978  8  -7.0  0.433  5.060  3.396
       1978  8  -7.0  0.293  5.461  4.078
       1978  8  -6.7  0.618  4.958  2.925
       1978  8  -9.0  0.459  5.980  4.263
       1978  8  -8.8  0.314  6.185  4.758
       1978  8  -6.9  0.471  5.025  3.286
       1978  8  -7.6  0.259  5.469  4.153
       1978  8  -7.7  0.421  5.590  3.950
       1978  8  -7.5  0.439  5.629  3.953
       1978  8  -9.3  0.444  6.100  4.414
       1978  8  -5.7 -0.065  4.554  3.886
       1978  8  -5.9  0.407  4.808  3.195
       1978  8  -7.4  0.636  5.412  3.342
       1978  8  -6.7  0.629  5.330  3.273
       1978  8  -8.0  0.274  5.625  4.279
       1978  8  -7.4  0.765  5.303  2.974
       1978  8  -8.6  0.334  5.824  4.357
       1978  8  -5.3  0.564  4.816  2.890
       1978  8  -6.8  0.217  5.355  4.121
       1978  8  -9.1  0.324  6.269  4.823
       1978  8  -7.6  0.578  5.408  3.453
       1978  8  -9.4  0.306  6.183  4.773
       1978  8  -9.1  0.474  5.992  4.245
       1978  8  -8.8  0.412  5.844  4.221
       1978  8  -7.7  0.454  5.711  4.005
       1978  8  -5.6 -0.030  4.653  3.915
       1978  8  -8.0  0.454  5.491  3.784
       1978  8  -7.7  0.664  5.662  3.537
       1978  8  -5.7  0.486  4.536  2.765
       1978  8  -6.7  0.659  4.885  2.769
       1978  8  -9.5  0.448  6.105  4.411
       1978  8  -5.4  0.645  4.392  2.303
       1978  8  -6.7  0.823  5.433  2.988
       1978  8  -6.5  0.453  5.164  3.460
       1978  8  -5.2  0.532  4.387  2.526
       1978  8  -7.7  0.474  5.557  3.810
       1978  8  -5.7  0.284  4.591  3.225
       1978  8  -6.8  0.462  5.287  3.565
       1978  8  -6.7  0.537  5.316  3.443
       1978  8  -6.1  0.546  4.700  2.811
        881  8  -7.2  0.619  5.261  3.225
        881  8  -8.4  0.347  5.873  4.381
        881  8  -8.6  0.319  5.747  4.311
        881  8  -7.8  0.407  5.466  3.853
        881  8  -8.9  0.300  5.820  4.422
        881  8  -7.4  0.371  5.270  3.731
        881  8  -7.5  0.504  5.488  3.682
        881  8  -8.0  0.088  5.484  4.509
        881  8  -7.2  0.135  5.308  4.239
        881  8  -8.5  0.335  5.699  4.231
        881  8  -6.7  0.266  5.120  3.789
        881  8  -9.2  0.607  6.009  3.997
        881  8  -7.2  0.492  5.064  3.281
        881  8  -7.7  0.462  5.551  3.828
        881  8  -8.1  0.556  5.580  3.670
        881  8  -7.8  0.384  5.462  3.895
        881  8  -7.4  0.483  5.279  3.514
        881  8 -10.0  0.569  6.248  4.312
        881  8  -8.5  0.424  5.634  3.988
        881  8  -9.4  0.360  6.068  4.550
        881  8  -7.9  0.624  5.710  3.665
        881  8  -7.8  0.302  5.393  3.991
        881  8  -8.4  0.552  5.591  3.690
        881  8  -9.4  0.336  6.053  4.584
        881  8  -8.2  0.084  5.536  4.570
        881  8  -7.5  0.458  5.220  3.506
        881  8 -10.6  0.685  6.520  4.351
        881  8  -9.5  0.367  6.111  4.580
        881  8  -7.1  0.308  5.266  3.851
        881  8  -5.7  0.570  5.001  3.062
        881  8  -8.2  0.358  5.649  4.134
        881  8 -10.0  0.496  6.276  4.487
        881  8  -7.1  0.287  5.148  3.776
        881  8  -7.2  0.617  5.151  3.119
        881  8  -7.4  0.429  5.337  3.680
        881  8  -7.0  0.329  5.038  3.583
        881  8 -11.8  0.868  7.332  4.798
        881  8  -8.1  0.191  5.768  4.587
        881  8  -6.7  0.403  4.986  3.383
        881  8  -6.7  0.538  4.952  3.079
        881  8  -6.6  0.587  5.280  3.308
        881  8  -6.2  0.462  4.933  3.211
        881  8  -7.6  0.330  5.319  3.861
        881  8  -7.5  0.584  5.298  3.330
        881  8  -7.5  0.576  5.306  3.357
        881  8  -7.3  0.458  5.185  3.471
        881  8  -7.0  0.230  5.124  3.866
        881  8  -8.0  0.429  5.471  3.814
        881  8  -7.7  0.293  5.433  4.050
        881  8  -8.7  0.620  5.716  3.677
        881  8  -5.7  0.100  5.008  4.010
        881  8  -9.4  0.970  6.022  3.284
        881  8  -8.3  0.371  5.653  4.113
        881  8  -8.4  0.280  5.900  4.542
        881  8  -8.6  0.440  5.715  4.037
        881  8  -8.2  0.489  5.572  3.797
        881  8  -6.7  0.306  5.029  3.619
        881  8  -7.7  0.244  5.384  4.098
        881  8  -7.1  0.500  5.148  3.349
        881  8  -7.5  0.433  5.314  3.649
        881  8  -7.3  0.333  5.229  3.764
        881  8 -10.6  0.494  6.567  4.781
        881  8  -7.2  0.358  5.239  3.726
        881  8  -5.4  0.555  4.833  2.924
        881  8 -10.4  0.152  6.686  5.585
        881  8  -7.3  0.451  5.265  3.564
        881  8  -7.1  0.507  5.164  3.352
        881  8  -6.6  0.465  4.943  3.215
        881  8  -8.8  0.261  5.753  4.433
        881  8  -9.5  0.323  6.163  4.720
        881  8  -9.0  0.303  5.878  4.473
        881  8  -8.4  0.480  5.671  3.913
        881  8  -6.7  0.433  5.027  3.364
        881  8  -7.8  0.474  5.348  3.603
        881  8  -7.5  0.435  5.266  3.598
        881  8  -5.4  0.319  4.417  2.982
        881  8  -6.7  0.713  5.092  2.868
        881  8  -8.1  0.497  5.537  3.745
        881  8  -9.1  0.180  6.012  4.854
        881  8  -9.4  0.316  6.324  4.893
        881  8  -6.2  0.649  5.148  3.053
        881  8  -6.9  0.050  5.090  4.193
        881  8  -9.2  0.369  5.979  4.443
        881  8  -8.6  0.224  5.723  4.478
        881  8  -9.4  0.796  6.010  3.620
        881  8  -5.9  0.196  4.584  3.394
        881  8  -7.0  0.417  5.253  3.621
        881  8  -8.1  0.250  5.557  4.259
        881  8  -7.7  0.364  5.408  3.882
        881  8  -6.6  0.483  5.230  3.465
        881  8  -7.0  0.539  5.204  3.327
        881  8  -7.4  0.335  5.413  3.945
        881  8  -7.1  0.354  5.151  3.645
        881  8  -8.7  0.455  5.741  4.032
        881  8  -7.8  0.308  5.399  3.985
        881  8  -7.8  0.256  5.383  4.073
        881  8  -5.9  0.229  4.803  3.547
        881  8  -6.4  0.405  4.804  3.195
        881  8  -7.5  0.280  5.307  3.949
        881  8  -8.4  0.407  5.597  3.986
        881  8  -5.7  0.355  4.971  3.464
        881  8  -6.4  0.663  4.878  2.754
        881  8  -7.0  0.308  5.378  3.962
        881  8  -7.5  0.674  5.280  3.134
        881  8  -8.6  0.305  5.680  4.272
        881  8  -7.3  0.482  5.277  3.514
        881  8  -7.9  0.243  5.604  4.319
        881  8  -9.2  0.495  5.948  4.159
        881  8  -8.8  0.273  6.130  4.786
        881  8  -8.5  0.450  5.671  3.974
        881  8  -7.8  0.404  5.506  3.899
        881  8  -7.1  0.394  5.438  3.851
        881  8  -6.2  0.480  5.124  3.366
        881  8  -7.9  0.819  5.690  3.254
        881  8  -7.7  0.468  5.361  3.627
        881  8  -7.1  0.155  5.314  4.206
        881  8  -9.8  0.514  6.230  4.404
        881  8  -9.2  0.356  5.984  4.473
        881  8  -6.4  0.368  4.865  3.330
        881  8  -5.8  0.289  4.692  3.315
        881  8  -6.5  0.306  4.988  3.578
        881  8  -7.7  0.490  5.342  3.563
        881  8  -5.3  0.362  4.465  2.942
        881  8  -7.6  0.492  5.337  3.554
        881  8  -8.8  0.413  5.800  4.176
        881  8  -7.3  0.338  5.301  3.826
        881  8  -9.4  0.587  6.005  4.034
        881  8  -7.7  0.242  5.514  4.232
        881  8  -8.4  0.379  5.718  4.161
        881  8  -7.5  0.839  5.532  3.057
        881  8  -7.6  0.785  5.670  3.302
        881  8  -6.3  0.312  4.880  3.458
        881  8  -8.0  0.308  5.478  4.064
        881  8  -6.5  0.265  4.842  3.513
        881  8  -9.4  0.482  6.106  4.343
        881  8  -6.8  0.483  5.022  3.258
        881  8  -7.8 -0.017  5.742  4.978
        881  8  -8.8  0.256  6.024  4.714
        881  8  -6.7  0.272  4.928  3.586
        881  8  -7.8  0.355  5.375  3.867
        881  8  -7.1  0.265  5.217  3.889
        881  8  -7.2  0.670  5.156  3.018
        881  8  -7.1  0.184  5.230  4.065
        881  8  -6.6  0.277  4.915  3.563
        881  8  -7.2  0.237  5.422  4.150
        881  8  -8.6  0.294  6.019  4.633
        881  8  -8.8  0.255  5.951  4.643
        881  8  -9.3  0.496  6.004  4.215
        881  8  -9.6  0.255  6.181  4.873
        881  8  -5.2  0.562  4.531  2.609
        881  8  -6.7  0.434  4.959  3.294
        881  8  -5.3  0.373  4.509  2.964
        881  8  -9.5  0.363  6.179  4.655
        881  8  -8.5  0.459  5.885  4.169
        881  8  -7.2  0.462  5.458  3.736
        881  8  -8.4  0.214  5.829  4.602
        881  8  -6.1  0.520  4.730  2.891
        881  8  -8.2  0.348  5.572  4.077
        881  8  -7.7  0.394  5.510  3.925
        881  8  -7.9  0.737  5.375  3.102
        881  8 -10.4  0.419  6.512  4.876
        881  8  -5.9  0.065  4.670  3.742
        881  8  -7.5  0.384  5.233  3.666
        881  8  -9.5  0.351  6.163  4.663
        881  8  -9.0  0.389  5.869  4.293
        881  8  -7.1  0.205  5.133  3.925
        881  8  -8.3  0.649  5.576  3.480
        881  8  -8.4  0.306  5.733  4.323
        881  8  -6.3  0.703  5.081  2.876
        881  8  -7.5  0.263  5.434  4.109
        881  8  -8.6  0.249  5.901  4.605
        881  8  -7.1  0.445  5.186  3.498
        881  8  -8.2  0.386  5.525  3.955
        881  8  -6.8  0.719  5.001  2.764
        881  8  -5.4  0.124  4.406  3.360
        881  8  -5.8  0.282  4.541  3.179
        881  8  -7.5  0.453  5.232  3.528
        881  8  -5.9  0.164  4.719  3.593
        881  8  -7.2  0.196  5.108  3.918
        881  8  -8.4  0.515  5.616  3.788
        881  8  -7.5  0.557  5.371  3.458
        881  8  -8.8  0.438  5.771  4.096
        881  8  -7.2  0.748  5.129  2.835
        881  8  -6.4  0.554  4.800  2.894
        881  8  -6.9  0.269  5.126  3.790
        881  8  -6.9  0.223  5.187  3.943
        881  8  -5.2  0.567  4.393  2.460
        881  8  -6.7  0.467  5.008  3.277
        881  8  -8.5  0.325  5.851  4.403
        881  8  -9.4  0.444  6.063  4.377
        881  8  -9.2  0.217  6.114  4.881
        881  8  -5.5  0.434  4.709  3.041
        881  8  -9.3  0.895  5.990  3.402
        881  8  -7.9  0.520  5.431  3.593
        881  8  -6.4  0.439  4.992  3.316
        881  8  -9.7  0.392  6.214  4.631
        881  8  -7.7  0.423  5.412  3.767
